time,Ax,Ay,Az,A_mag,active,activity
2025-11-29T21:59:45.952917,0.12970857322216034,0.8728393316268921,0.4313434362411499,0.9822066853725498,False,
2025-11-29T21:59:45.997853,0.13504236936569214,0.8711397647857666,0.4157468378543854,0.9746621796811556,False,
2025-11-29T21:59:46.040945,0.12510208785533905,0.8764812350273132,0.4169653058052063,0.9786367834830236,False,
2025-11-29T21:59:46.083081,0.13601216673851013,0.8891063928604126,0.41209137439727783,0.9893577655119487,False,
2025-11-29T21:59:47.323087,0.10546397417783737,0.8784235715866089,0.4571753144264221,0.9958714219663378,True,sit
2025-11-29T21:59:47.368001,0.10473663359880447,0.8628848195075989,0.4574189782142639,0.9822281281784049,True,sit
2025-11-29T21:59:47.412554,0.11540426313877106,0.8699257969856262,0.45425093173980713,0.9881462165075382,True,sit
2025-11-29T21:59:47.457103,0.11394958198070526,0.8689546585083008,0.4576626718044281,0.9886970349606712,True,sit
2025-11-29T21:59:47.501587,0.11491936445236206,0.8570577502250671,0.461805522441864,0.980315657380209,True,sit
2025-11-29T21:59:47.546111,0.10352440178394318,0.863370418548584,0.46302399039268494,0.9851482107117921,True,sit
2025-11-29T21:59:47.590669,0.10231217741966248,0.8626419901847839,0.46448618173599243,0.9850717729698678,True,sit
2025-11-29T21:59:47.635171,0.10037261247634888,0.863127589225769,0.4635114073753357,0.9848384239991247,True,sit
2025-11-29T21:59:47.679642,0.10206973552703857,0.8650699853897095,0.4520576596260071,0.98138699714193,True,sit
2025-11-29T21:59:47.724151,0.10619131475687027,0.8691973686218262,0.4574189782142639,0.9879335921910342,True,sit
2025-11-29T21:59:47.768668,0.10376685857772827,0.8674978613853455,0.45522570610046387,0.9851652368724265,True,sit
2025-11-29T21:59:47.813175,0.10182727873325348,0.8640987873077393,0.4544946253299713,0.9816317402034005,True,sit
2025-11-29T21:59:47.857717,0.10837332904338837,0.8667694926261902,0.46156182885169983,0.9879642977599623,True,sit
2025-11-29T21:59:47.902219,0.10667620599269867,0.86579829454422,0.4632677137851715,0.9877264167756252,True,sit
2025-11-29T21:59:47.946660,0.10376685857772827,0.8628848195075989,0.4605870544910431,0.9836047008023533,True,sit
2025-11-29T21:59:47.991171,0.09794814884662628,0.8604568839073181,0.4647298753261566,0.9828294592382942,True,sit
2025-11-29T21:59:48.035663,0.10352440178394318,0.8623992800712585,0.47179707884788513,0.9884545025652652,True,sit
2025-11-29T21:59:48.080126,0.10158483684062958,0.8725965023040771,0.46009963750839233,0.99168332210671,True,sit
2025-11-29T21:59:48.124600,0.10910066217184067,0.8640987873077393,0.4691164195537567,0.9892622927252286,True,sit
2025-11-29T21:59:48.169044,0.10861577093601227,0.8587573170661926,0.46229293942451477,0.9813135468098398,True,sit
2025-11-29T21:59:48.213503,0.10861577093601227,0.8645843267440796,0.46302399039268494,0.9867596766319056,True,sit
2025-11-29T21:59:48.258035,0.10497908294200897,0.8638559579849243,0.46570464968681335,0.9869896376058434,True,sit
2025-11-29T21:59:48.302518,0.10497908294200897,0.8577861189842224,0.4693601429462433,0.9834208547533847,True,sit
2025-11-29T21:59:48.347017,0.10037261247634888,0.8585145473480225,0.47545257210731506,0.9864973581652253,True,sit
2025-11-29T21:59:48.391496,0.10570641607046127,0.863127589225769,0.47447776794433594,0.9906019553557264,True,sit
2025-11-29T21:59:48.435973,0.10497908294200897,0.857543408870697,0.46984753012657166,0.9834419187318386,True,sit
2025-11-29T21:59:48.480430,0.10231217741966248,0.8556010723114014,0.47106602787971497,0.9820510064203105,True,sit
2025-11-29T21:59:48.524871,0.10522152483463287,0.8609424829483032,0.4708223044872284,0.9868977508518191,True,sit
